track_id,artist_name,track_name,duration_ms,acousticness,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,danceability
5oyHgqf93ZcAZPjCgRyEd7,Valerie Broussard,Drive,188866,0.0319,0.622,9.43e-06,8,0.112,-6.565,1,0.0384,111.97,4,0.194,0
0dNc4kZNk8JrdQCmrVPBqI,Tom Walker,Something Beautiful (feat. Masked Wolf),186951,0.186,0.746,0.0,10,0.233,-5.196,0,0.0683,89.872,4,0.361,0
6XbYqxCWmzo5stjfaKgXEi,Gregory Porter,Dry Bones,189602,0.129,0.783,6.78e-05,10,0.0597,-4.374,0,0.156,149.959,4,0.736,0
19pChrR4hwdINqoOFUo2Hj,Anson Seabra,Keep Your Head Up Princess,198220,0.97,0.143,0.0,6,0.109,-17.374,1,0.264,85.398,4,0.528,0
4jYt1pQqg2mIZmY4FWCZEM,Daisy the Great,Record Player (with AJR),149538,0.247,0.684,0.0,11,0.0636,-7.049,0,0.106,73.986,4,0.927,0
0HCFZGK3c1TQorbyPHcj1l,Kane Brown,Blessed & Free,198171,0.754,0.483,5.12e-06,5,0.135,-9.867,0,0.183,157.765,4,0.387,0
4LmN3eU1R1vVEdKuDELpGk,P!nk,All I Know So Far,277413,0.0586,0.639,0.0,4,0.0944,-5.749,1,0.0374,108.045,4,0.296,0
2r7gAghIWiDqpZE6t4ah0K,Mokita,Lonely City,157523,0.406,0.369,0.00165,5,0.106,-12.578,0,0.0709,111.991,4,0.321,0
2vCKQ9NNCTXoAF8ltW0Zv9,Dermot Kennedy,Better Days,198221,0.409,0.553,0.0,0,0.0847,-7.116,1,0.042,99.999,4,0.352,0
0vzSAyinyA619ZbrOaAi04,Dan + Shay,Steal My Love,162120,0.619,0.633,0.0,2,0.157,-5.452,1,0.0328,179.856,4,0.751,0
38UDoZyudPWXLzXRAb71oP,Elton John,After All,208714,0.361,0.556,0.000133,5,0.115,-5.628,1,0.0266,82.017,4,0.165,0
0hiHNxqKGf3GZgVTIOAiiK,Noah Kahan,Someone Like You (feat. Joy Oladokun),186552,0.468,0.526,0.0,5,0.0939,-7.492,1,0.0603,177.913,4,0.366,0
0ht0H5ArfHnsXfMFQ37pNS,Old Dominion,Hawaii,176640,0.486,0.682,5.86e-05,2,0.0895,-6.334,1,0.0337,81.065,4,0.625,0
4VFGpluBaU1WcquEMzhSz6,John Mayer,Wild Blue,252413,0.557,0.596,0.812,0,0.0842,-8.989,1,0.0294,123.027,4,0.876,0
0O9quVZcM3pNu9VPuhfY9m,Mickey Guyton,Lay It On Me,189720,0.0419,0.692,0.0,10,0.146,-4.451,1,0.0299,68.794,4,0.334,0
4T6FWA703h6H7zk1FoSARw,John Mayer,New Light,217426,0.316,0.694,0.0285,7,0.074,-7.862,1,0.0315,123.932,4,0.852,0
1J14CdDAvBTE1AJYUOwl6C,Duncan Laurence,Arcade,185146,0.827,0.35,0.00122,9,0.144,-11.639,0,0.0425,72.017,3,0.279,0
7xaJp99s5JRCwXFzsG1ESU,Patrick Droney,Like the Water,216771,0.444,0.634,0.0,2,0.225,-5.497,1,0.038,134.811,4,0.234,0
4PuAqZlL1tkidkuxfDlLbF,Sam Hunt,23,179720,0.0206,0.78,0.0,3,0.143,-5.138,1,0.0852,98.004,4,0.693,0
14ojT1JUAKgUAfZu7tomIr,James TW,Playlist,199920,0.494,0.643,2.47e-06,6,0.0814,-8.333,1,0.032,125.996,4,0.243,0
7sq2z9oX2S0CvgTqCZ0ko4,Celeste,Strange,255986,0.934,0.0847,6.94e-06,2,0.121,-9.883,1,0.0397,70.743,4,0.112,0
6IOxwhhSrFl9tHPjbRvpG0,PJ Harding,Dear August,200933,0.8,0.324,0.0,0,0.111,-7.817,1,0.0338,147.019,4,0.444,0
7igeByaBM0MgGsgXtNxDJ7,Ariana Grande,positions,172324,0.468,0.802,0.0,0,0.094,-4.759,1,0.0864,144.005,4,0.675,0
2MJz8BxxMsERULatmBikDH,Pink Sweat$,At My Worst,170344,0.777,0.415,0.0,0,0.131,-5.926,1,0.0349,91.921,4,0.667,0
6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,215506,0.584,0.612,5.7e-06,2,0.37,-7.222,1,0.112,180.917,4,0.178,0
5nujrmhLynf4yMoMtj8AQF,Dua Lipa,Levitating (feat. DaBaby),203064,0.00883,0.825,0.0,6,0.0674,-3.787,0,0.0601,102.977,4,0.915,0
4saklk6nie3yiGePpBwUoc,BTS,Dynamite,199053,0.0112,0.765,0.0,6,0.0936,-4.41,0,0.0993,114.044,4,0.737,0
6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,34+35,173710,0.237,0.585,0.0,0,0.248,-6.476,1,0.094,109.978,4,0.485,0
2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,2002,186986,0.0372,0.683,0.0,1,0.137,-2.881,0,0.117,96.133,4,0.603,0
4qu63nuBpdn0qHUHuObEj1,Marshmello,Leave Before You Love Me (with Jonas Brothers),154983,0.00226,0.738,4.41e-06,7,0.118,-4.77,1,0.0403,119.976,4,0.637,0
2bgTY4UwhfBYhGT4HUYStN,BTS,Butter,164441,0.00323,0.459,0.0,8,0.0906,-5.187,1,0.0948,109.997,4,0.695,0
27tDoZsybt3KvJWTDoW9id,Giveon,Heartbreak Anniversary,198370,0.546,0.459,1.05e-06,0,0.307,-8.955,1,0.074,87.064,5,0.565,0
4l0Mvzj72xxOpRrp6h8nHi,Selena Gomez,Lose You To Love Me,206458,0.556,0.343,0.0,4,0.21,-8.985,1,0.0436,102.819,4,0.0978,0
6LsAAHotRLMOHfCsSfYCsz,Shawn Mendes,If I Can't Have You,190800,0.524,0.809,0.0,2,0.147,-4.198,1,0.0602,123.911,4,0.864,0
59qrUpoplZxbIZxk6X0Bm3,Jason Derulo,Take You Dancing,190306,0.0332,0.711,0.0,2,0.0876,-4.248,1,0.041,112.985,4,0.753,0
3Z8FwOEN59mRMxDCtb8N0A,Marshmello,Be Kind (with Halsey),172761,0.00776,0.633,0.0,4,0.0541,-7.088,1,0.0457,93.995,4,0.452,0
2wrJq5XKLnmhRXHIAf9xBa,Dan + Shay,"10,000 Hours (with Justin Bieber)",167693,0.153,0.63,0.0,10,0.111,-4.644,1,0.0259,89.991,4,0.43,0
314ZkcV7oLWG8yWE7LABvH,BTS,Make It Right (feat. Lauv),226321,0.0304,0.685,0.0,7,0.189,-7.811,1,0.425,97.551,4,0.345,0
2gMXnyrvIjhVBUZwvLZDMP,Lewis Capaldi,Before You Go,215106,0.604,0.575,0.0,3,0.0885,-4.858,1,0.0573,111.881,4,0.183,0
1SNiXDwSilLujcYdvfqVpT,The Chainsmokers,Call You Mine,217653,0.225,0.702,0.0,7,0.414,-5.59,1,0.0289,104.003,4,0.501,0
4y4spB9m0Q6026KfkAvy9Q,Justin Bieber,Lonely (with benny blanco),149297,0.864,0.239,0.0,11,0.116,-7.071,0,0.0398,79.859,4,0.0927,0
7COXchtUOMd6uIT6HvmRaI,Lauv,i'm so tired...,162582,0.176,0.733,0.0,11,0.242,-7.058,1,0.203,102.211,4,0.534,0
1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling,240133,0.839,0.267,1.46e-06,4,0.089,-6.502,1,0.0299,110.011,4,0.0592,0
4evmHXcjt3bTUHD1cvny97,Ed Sheeran,Beautiful People (feat. Khalid),197866,0.124,0.648,0.0,5,0.0802,-8.113,0,0.187,92.977,4,0.548,0
0Ryd8975WihbObpp5cPW1t,Ariana Grande,boyfriend (with Social House),186106,0.119,0.795,0.0,10,0.159,-3.731,0,0.461,190.097,4,0.702,0
4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,198040,0.584,0.425,0.0,5,0.322,-7.301,1,0.0333,102.078,3,0.27,0
322tcqPhma7F6hfCeLisx0,Lauv,"fuck, i'm lonely",198973,0.482,0.558,0.0,9,0.0618,-6.46,1,0.0683,95.016,4,0.678,0
4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,239560,0.537,0.581,0.000345,0,0.25,-8.588,0,0.0424,130.033,4,0.551,0
5p7ujcrUXASCNwRaWNHR1C,Halsey,Without Me,201660,0.297,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.533,0
2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,189486,0.837,0.32,0.0,11,0.0822,-7.209,1,0.0546,91.019,4,0.575,0
18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,comethru,181613,0.607,0.178,0.0,0,0.623,-11.991,1,0.0574,93.982,4,0.608,0
27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,161384,0.213,0.413,0.0,0,0.134,-7.357,1,0.0299,93.005,4,0.467,0
7ju97lgwC2rKQ6wwsf9no9,Lady Gaga,Rain On Me (with Ariana Grande),182200,0.021,0.855,0.0,9,0.323,-3.764,1,0.0397,123.056,4,0.646,0
2kJwzbxV2ppxnQoYw4GLBZ,JP Saxe,If the World Was Ending (feat. Julia Michaels),208687,0.866,0.473,0.0,1,0.109,-10.086,1,0.129,75.801,4,0.604,0
5JqZ3oqF00jkT81foAFvqg,Miley Cyrus,Prisoner (feat. Dua Lipa),169333,0.0103,0.67,0.0,3,0.0761,-3.912,0,0.0452,127.99,4,0.595,0
5KawlOMHjWeUjQtnuRs22c,BTS,Boy With Luv (feat. Halsey),229773,0.0923,0.862,0.0,11,0.192,-4.757,0,0.0965,119.991,4,0.798,0
4jPy3l0RUwlUI9T5XHBW2m,24kGoldn,Mood (feat. iann dior),140533,0.174,0.716,0.0,7,0.324,-3.671,0,0.0361,91.007,4,0.732,0
6b2RcmUt1g9N9mQ3CbjX2Y,Sam Smith,How Do You Sleep?,202204,0.153,0.682,0.0,1,0.0763,-4.931,0,0.0925,110.567,5,0.345,0
1j4kHkkpqZRBwE0A4CN4Yv,ZAYN,Dusk Till Dawn - Radio Edit,239000,0.101,0.437,1.27e-06,11,0.106,-6.593,0,0.039,180.043,4,0.0967,0
5DqdesEfbRyOlSS3Tf6c29,Ali Gatie,It's You,212606,0.374,0.463,0.0,11,0.194,-6.972,0,0.0287,95.971,4,0.397,0
2ARqIya5NAuvFVHSN3bL0m,Zedd,The Middle,184732,0.208,0.652,0.0,7,0.128,-3.02,1,0.058,106.914,4,0.431,0
3HVWdVOQ0ZA45FuZGSfvns,Ed Sheeran,I Don't Care (with Justin Bieber),219946,0.0912,0.675,0.0,6,0.0894,-5.041,1,0.0442,101.956,4,0.842,0
1x5sYLZiu9r5E43kMlt9f8,Clean Bandit,Symphony (feat. Zara Larsson),212459,0.259,0.629,1.6e-05,0,0.138,-4.581,0,0.0563,122.863,4,0.457,0
45S5WTQEGOB1VHr1Q4FuPl,Harry Styles,Golden,208906,0.21,0.838,0.000131,4,0.131,-5.257,0,0.0557,139.863,4,0.254,0
6AGOKlMZWLCaEJGnaROtF9,Ritt Momney,Put Your Records On,210463,0.0563,0.491,0.00089,6,0.11,-10.778,0,0.0538,91.066,4,0.151,0
2rPE9A1vEgShuZxxzR2tZH,Ariana Grande,"thank u, next",207333,0.28,0.647,0.0,1,0.102,-5.642,1,0.0658,106.96,4,0.435,0
5QiNbIilmMiMBXvaAlf7lN,The Chainsmokers,Who Do You Love,226746,0.00791,0.835,0.0,3,0.219,-4.673,1,0.0447,140.024,4,0.435,0
0TK2YIli7K1leLovkQiNik,Shawn Mendes,Señorita,190960,0.037,0.54,0.0,9,0.0945,-6.039,0,0.0287,116.947,4,0.75,0
0bMbDctzMmTyK2j74j3nF3,Alan Walker,"Alone, Pt. II",179052,0.536,0.668,0.0,3,0.133,-4.306,0,0.0422,88.033,4,0.608,0
0EGuSSpuu9wmHCtvb4PdLO,Daya,"Sit Still, Look Pretty",202221,0.14,0.74,0.0,2,0.106,-4.081,1,0.274,182.105,4,0.543,0
7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,182160,0.751,0.405,0.0,1,0.105,-5.679,1,0.0319,109.891,4,0.446,0
14msK75pk3pA33pzPVNtBF,Ariana Grande,7 rings,178640,0.578,0.321,0.0,1,0.0884,-10.744,0,0.323,70.142,4,0.319,0
4vUmTMuQqjdnvlZmAH61Qk,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),204466,0.148,0.621,0.0,9,0.0865,-6.376,0,0.0825,97.989,4,0.668,0
3RauEVgRgj1IuWdJ9fDs70,Taylor Swift,The Man,190360,0.0767,0.658,0.0,0,0.0901,-5.191,1,0.054,110.048,4,0.633,0
1xIqDFx3KdByBnKMlTECcM,SwitchOTR,Coming for You (feat. A1 x J1),178285,0.217,0.481,0.0,1,0.0931,-6.71,1,0.231,140.122,4,0.842,0
7kQUdVjev73xIuwu7W6YW9,SR,Welcome To Brixton,180000,0.158,0.455,0.0,2,0.153,-10.226,1,0.437,138.988,4,0.897,0
2M1KNTaSa6fMbHbPkDtMOs,SL,Playtime,187317,0.119,0.345,4.61e-06,8,0.107,-10.016,1,0.492,123.095,4,0.399,0
4ZyFlO3nB9F7TxV5qHJNXW,Giggs,Innocent,167137,0.18,0.821,1.08e-06,11,0.285,-6.106,1,0.143,75.015,4,0.437,0
7pQ5nfrBV8SD6u0aH3DKTj,Fredo,Double Tap (feat. Sus),171150,0.188,0.815,2.26e-06,11,0.393,-6.0,0,0.358,145.896,4,0.569,0
0W7brFokN6QtGRNp32RCQP,Arz,Alone With You,195200,0.288,0.374,1.67e-06,7,0.111,-12.49,1,0.723,75.503,4,0.398,0
35uEOfCn8GbfqzVwlrgwDI,Young T & Bugsey,Roberto C (feat. Unknown T),212706,0.0299,0.586,2.25e-06,1,0.0974,-4.599,1,0.263,66.708,3,0.513,0
4PYfFHKfjYz6dwAtZhBy1z,Central Cee,Obsessed With You,108650,0.377,0.809,0.0,3,0.238,-4.529,1,0.0554,143.074,4,0.886,0
2oUwMN5VfdGX10XeQJLBBi,Dave,Clash (feat. Stormzy),251733,0.313,0.519,8.14e-06,2,0.0869,-6.549,1,0.258,140.013,4,0.532,0
7tTcleU0z0VpBaGWlBdIko,SR,Brucky 2.0,185652,0.247,0.623,0.0,2,0.688,-9.811,1,0.457,145.138,4,0.708,0
0wCWfjqo0FV1CDseDGD0cV,Idi Akz,Two Years Clear,205053,0.183,0.552,0.0,1,0.154,-9.271,0,0.434,142.818,4,0.665,0
4TFumJif4oyWpVyHOMkoK4,Horrid1,Wildest,177534,0.169,0.495,0.0,1,0.205,-7.765,1,0.458,146.002,4,0.616,0
1zEtEb820Vwe9giuUFXH7H,Tion Wayne,Wow,173571,0.1,0.62,0.0,10,0.211,-4.82,0,0.43,139.927,4,0.638,0
6tFcwSh4nygzReGqAqax7c,Giggs,Differences,205973,0.0193,0.584,1.15e-05,2,0.182,-10.779,1,0.13,133.944,4,0.39,0
4K0DVbWRo1qeOPexVoITyD,D Double E,D Double E (feat. Chip),222250,0.0435,0.707,2.22e-06,1,0.292,-5.962,1,0.157,140.154,4,0.323,0
6Yjj0HEBFdOtNjhbhiOiah,Russ Millions,Big Shark,192000,0.398,0.93,3.32e-06,10,0.0796,-5.857,0,0.294,139.995,4,0.936,0
4Qpa0WH8hUHtOJKSNPrGV7,SR,Practice Makes Perfect,167142,0.102,0.633,0.0,4,0.354,-7.069,1,0.293,139.931,4,0.945,0
6nsfPWRo2j5EHgTeQeVUGs,Morrisson,Live by the Gun,245117,0.206,0.548,1.3e-05,9,0.0831,-8.571,0,0.338,144.056,3,0.535,0
1rIfxUG9VNJQVwICfppLnS,French The Kid,Thrill,163404,0.616,0.468,0.000206,6,0.095,-11.39,0,0.245,141.042,4,0.447,0
7k9bJIyRTECJwjYjE1dfml,SR,Snap It,189473,0.0934,0.628,0.0,1,0.238,-9.763,0,0.704,152.052,4,0.663,0
4lQ87x6SYGR9E8v28xqhh2,Central Cee,Little Bit of This,180581,0.407,0.749,5.45e-06,8,0.128,-5.611,1,0.32,139.97,4,0.756,0
4yuao7v700N6tOJNTH7vK4,Loski,Rolling Dice,175774,0.555,0.801,2.37e-06,2,0.0873,-4.194,0,0.294,141.985,4,0.703,0
22PC5q1uB3WutWJSfVsoWm,French The Kid,Uptown,170232,0.382,0.639,3.53e-05,1,0.148,-10.081,1,0.431,85.381,4,0.719,0
09Z93D06xMy1q0x09dknsY,M24,N.F.T.R,147793,0.0675,0.501,0.0,2,0.0739,-9.591,1,0.276,143.097,4,0.516,0
63ZJ1O6WA44R6ifMT9z2Ye,Bandokay,Slide,181049,0.377,0.759,0.0,2,0.397,-5.679,1,0.304,142.779,4,0.779,0
2FkBDvvNzPXxFdNiEM2CSe,Akz,Bak2Bak,180500,0.405,0.524,1.34e-06,9,0.106,-13.833,1,0.352,140.113,4,0.74,0
0KzvY1XHsfvZ5p5sUcdHSN,Russ Millions,6:30,137077,0.492,0.738,0.000119,8,0.393,-6.205,1,0.332,141.067,4,0.659,0
1uzRV0C8fuXoO3oe5veC5C,Digga D,2k17,206250,0.311,0.697,0.0,0,0.121,-6.984,1,0.369,144.086,4,0.854,0
7IPKXYU2rTMnrLW5IZ7ZI5,Dave,Verdansk,182285,0.28,0.502,0.0,2,0.145,-8.605,1,0.312,117.078,4,0.536,0
337kcYVjYXdLBItCw9ry3b,D-Block Europe,Overseas,221441,0.579,0.623,0.0,8,0.194,-7.456,0,0.347,135.981,4,0.732,0
72Ygf54e183dVuRD3fu2as,TeeZandos,OT,135944,0.385,0.666,0.0,7,0.191,-5.58,1,0.337,143.157,4,0.731,0
48PIbnVeeI869MuJ2Yyt3k,Sneakbo,I Get That (feat. M24 & Stickz),199148,0.21,0.786,0.0,2,0.106,-3.193,1,0.304,140.876,4,0.596,0
4JWlEcJh01me0EWhbtnkD8,Sneakbo,Really,162324,0.258,0.703,0.0,1,0.115,-6.121,1,0.378,142.021,4,0.965,0
32pPek0KsHsMSSFogNu49f,Digga D,Wasted,174545,0.174,0.666,0.0,7,0.108,-10.844,0,0.359,143.0,4,0.69,0
5T5Zelda9vm4PGo2pXGqlW,KO,Money On My Head,154784,0.41,0.472,0.000698,5,0.338,-8.558,0,0.486,99.943,4,0.135,0
2lqFZ1vSoo1kp0SAGTnIIu,M24,Back In Blood,175375,0.203,0.723,2.21e-05,2,0.092,-6.743,1,0.194,141.917,4,0.534,0
76kAtA4XBWaFGQDvBDVYEl,Yung Filly,100 Bags Freestyle,162253,0.159,0.48,0.0,9,0.105,-11.297,0,0.387,142.019,4,0.615,0
4gb3UzQB5BhsQU2lUrSKBP,Headie One,Too Loyal...,226027,0.263,0.634,0.0,8,0.0819,-7.027,0,0.227,134.982,4,0.707,0
02L35AUJSHvIOeKERcWUdj,Fredo,Flowers and the Snow,198793,0.0237,0.682,9.47e-05,6,0.105,-6.448,0,0.085,87.013,4,0.132,0
46vvEPQ6w8g1Vwhp63xcOo,M Huncho,Breadwinner,146181,0.593,0.513,1.66e-06,4,0.177,-7.891,0,0.137,109.91,4,0.415,0
0AK0oPLSmmzmjVURnWWXTu,Dappy,Antigua,269066,0.377,0.78,0.0,7,0.11,-6.939,1,0.345,139.894,4,0.784,0
0egBKZ1ldRbw5QdlIsSEjo,Teeway,Goals,206666,0.503,0.297,0.0,4,0.0841,-15.425,0,0.442,144.06,4,0.43,0
1kzJ786jktCryP59bq4wij,Abra Cadabra,Double Tap,192853,0.809,0.668,0.0,3,0.12,-7.49,0,0.365,142.988,4,0.547,0
1Vpedr1TGNcY3rSSTMxZAe,Fizzler,Shoot Like Curry,192052,0.0514,0.732,0.0,11,0.0735,-4.064,0,0.39,72.54,4,0.78,0
264Fy3vM9I4Jq1oxkvsstX,Eyez,Be the Best,134166,0.392,0.524,0.0,9,0.146,-8.526,0,0.331,143.968,4,0.492,0
4Go2u6SexdY2Qxo0oHMIzE,Tion Wayne,Wid It,181058,0.139,0.72,0.0,11,0.201,-6.528,0,0.23,140.024,4,0.49,0
0ZLhqWBAhobSU4bTvKdM2K,Meekz,More Money,221538,0.31,0.569,1.58e-05,8,0.145,-4.06,1,0.25,90.8,4,0.276,0
6kMHnJZ8QgRR0NV4LmdNpA,Bermuda Music,Wollan,214525,0.0941,0.464,0.0,9,0.0554,-11.988,1,0.307,143.052,4,0.401,0
58BJ5oUPX5ST2pjCtOSMkk,Da Beatfreakz,"Money Calling (feat. RAYE, Russ Millions & wewantwraiths)",191897,0.202,0.674,0.0,1,0.104,-7.242,0,0.321,143.965,4,0.61,0
77LDURvNd8YwpQdynKs7oI,Fumez The Engineer,Skepta x Fumez The Engineer - Plugged In,158333,0.0692,0.634,0.0,1,0.397,-8.507,1,0.337,144.103,4,0.32,0
1qO8r8Ar3nKGdRwvCtcgWp,Nito NB,NHF (No Hard Feelings),175000,0.207,0.679,0.0,9,0.0914,-9.075,1,0.276,144.005,4,0.869,0
2gSW8XO3OR3YDpFitDSlCR,Ard Adz,1HUNNA,174602,0.353,0.64,0.0,0,0.101,-6.914,1,0.559,142.852,4,0.696,0
4LGM8rLaSj0plQjVKd6YkK,D-Block Europe,No Competition,125454,0.245,0.551,0.0,11,0.0924,-9.375,0,0.263,130.071,4,0.391,0
5i7OKZh0fGgs5erYD0Wybx,Mowgs,Swerve Off,183529,0.234,0.756,0.0,2,0.0668,-6.828,1,0.346,102.001,4,0.627,0
2XpX9aywhu0U2avraTSpUj,M Huncho,Hiatus - Freestyle,169411,0.274,0.56,0.0,2,0.14,-9.199,1,0.33,84.635,4,0.385,0
2NYTdL0Cb15Bcr3PZcUd9L,Scorcher,Jurgen,193191,0.357,0.828,0.0,9,0.189,-5.966,0,0.375,133.774,4,0.804,0
5Qq3zFalngksq1frZ7idHt,Digga D,Red Light Green Light,172657,0.5,0.627,0.0,10,0.301,-8.372,0,0.355,145.169,4,0.762,0
74dE6cUA7VU4JZXkLk84oT,Queen Millz,MiLL$,132905,0.226,0.629,0.0,7,0.106,-6.549,1,0.362,88.238,5,0.688,0
2xjEyfPbxgsv3casBzRlvA,Stay Flee Get Lizzy,Scary,192676,0.158,0.661,0.0,2,0.18,-6.534,1,0.355,141.9,4,0.881,0
1u3LPiyYcaWUzePmUX8uHK,V9,Sweeper,207644,0.416,0.527,0.0,9,0.0825,-8.335,1,0.44,139.979,4,0.582,0
5F4dXnQYoBDQyXMNOoqgdo,Fizzler,Wid the Blicky,178285,0.303,0.716,0.0,1,0.119,-5.85,1,0.389,139.989,4,0.83,0
4UrFC81E6GFds7A2WVhYTZ,Clavish,Like This,190253,0.141,0.485,0.0,1,0.0727,-8.929,0,0.581,123.854,5,0.539,0
7wTQB9Xs09KJj4j2Z7Pkfc,Cashh,Life of a Immigrant,221500,0.547,0.35,4.54e-06,2,0.215,-12.063,0,0.184,90.679,4,0.356,0
0nmW4fvqTwUDjlz13MNpJU,Nemzzz,Elevate,145711,0.508,0.447,0.0,9,0.147,-9.487,0,0.56,144.923,4,0.614,0
7btD01Fwbxgj6twkIqYofx,Dezzie,Impressed,207428,0.209,0.712,0.0,8,0.0725,-7.606,0,0.386,140.049,4,0.744,0
2j86wxB1hcP6rU4HbhYjXC,Akz,Trust,176250,0.472,0.755,0.0,1,0.118,-6.504,1,0.268,144.167,4,0.584,0
5fnqKCQPBD0EtdryI25QFT,Charlie Sloth,Pull Up (feat. Country Dons & Suspect OTB),206400,0.0529,0.709,0.0,1,0.691,-5.699,1,0.294,100.017,4,0.539,0
3MhCEqO4toGi66fQ0XED07,Vic Santoro,Waiti Di Happen,243080,0.0697,0.783,0.0,1,0.669,-5.64,1,0.215,122.062,4,0.747,0
1p2VYcXdvno7iVQOOmYkEs,FelixThe1st,Own Brand Freestyle,153808,0.16,0.54,0.0,7,0.421,-8.038,1,0.305,128.068,4,0.619,0
2UrCwKQVDqjiBuo54mTxXi,Lavida Loca,Rusty,169014,0.346,0.373,1.17e-06,7,0.109,-14.358,0,0.364,142.024,4,0.425,0
6xRJ8TVgtW2WsQAIXBkMiq,CASISDEAD,Boys Will Be Boys,249998,0.0905,0.718,7.37e-05,11,0.304,-7.135,0,0.204,157.988,4,0.796,0
4rqe64hyIfoMfiBcvVZqfT,LÉON,Head And Heart On Fire,155303,0.699,0.311,0.0,10,0.0938,-8.267,1,0.0276,125.913,4,0.244,0
0c9Vl4iBLhsmzttG0X4XhY,James Smith,Blackbird,183571,0.969,0.176,0.00819,9,0.183,-12.974,1,0.0302,167.855,4,0.176,0
0E4Y1XIbs8GrAT1YqVy6dq,Ed Sheeran,Afterglow,185486,0.698,0.324,0.0,11,0.328,-5.851,1,0.0299,110.184,4,0.273,0
6TbkMxKZudkP6Sty7rkLU9,Declan J Donovan,Perfectly Imperfect,204309,0.649,0.367,0.0,2,0.119,-5.811,1,0.0329,104.853,3,0.246,0
6ZyZGbujKBzxfzcjVOvGW5,Volcan Peaks,Dreamers Of The Shore,171908,0.833,0.704,0.000252,2,0.362,-8.419,1,0.0325,107.97,4,0.438,0
1PZG9IBZMCY6HdK2v8kSYo,Dylan Dunlap,If That's Alright,235393,0.356,0.455,0.0,8,0.0889,-6.492,1,0.0279,137.87,4,0.333,0
2K8elWg8ihrZRwZJ7Gy6L3,LÉON,Come Home To Me,225868,0.953,0.193,0.0,11,0.0953,-8.904,1,0.0725,82.035,4,0.296,0
2Pph0CUJ8uksCBzV6iyuQF,Blake Rose,Lost,234623,0.216,0.687,0.0,4,0.107,-6.536,1,0.0466,94.749,4,0.502,0
6Lx8iWqYzIT5hnuriaGCY9,Lilly Ahlberg,Moonlight,211514,0.676,0.463,0.0,0,0.164,-8.092,1,0.144,82.979,4,0.433,0
5OtvDpNhxUde1hkAjvzSzE,Lennon Stella,Every Time You Go Away,265652,0.894,0.127,5.99e-05,7,0.143,-14.197,1,0.0352,144.2,4,0.119,0
4CTkHewevcDjIT3j9qb36e,Ellen Krauss,The One I Love,191386,0.845,0.32,0.00468,11,0.0995,-9.86,1,0.0326,149.382,4,0.0971,0
65cQkOFngSgj37Gnzp4ry4,Birdy,Surrender,234240,0.661,0.386,0.000231,0,0.0806,-10.927,1,0.045,147.808,4,0.269,0
0FrHyYxj92dg4qIu8BO30l,Blake Rose,Ordinary People,253597,0.899,0.12,2.34e-05,7,0.162,-11.662,1,0.0358,71.024,4,0.176,0
0bUm2G8Iz9oWd6NvGyNWOz,Crying Day Care Choir,Bigger Heart (Acoustic),288731,0.943,0.113,0.000654,2,0.139,-15.591,1,0.0458,160.121,3,0.534,0
1g9EdqVk89cz27yERaxSK2,James Morrison,So Beautiful,243333,0.106,0.595,0.0,1,0.143,-6.877,1,0.0333,79.615,4,0.318,0
3hOWsTM9OpI6c72iQHP4EB,Elina,Free,199462,0.877,0.213,0.0,10,0.204,-12.634,1,0.0349,92.054,4,0.18,0
67H8U1DqJMTv9vCg7P95uR,LÉON,You And I,224063,0.0024,0.786,0.0,9,0.148,-4.288,1,0.0491,120.057,4,0.358,0
3sZWxtVuRc1Iet6ELwRz43,Rag'n'Bone Man,Anywhere Away From Here (Rag’n’Bone Man & P!nk),238639,0.656,0.288,0.0,11,0.116,-10.465,1,0.0345,130.571,4,0.189,0
74ZQkrS93fcV6fcRYxqjjK,Hajk,Get It Right,239200,0.618,0.301,0.0149,2,0.0799,-11.882,1,0.0382,84.033,4,0.465,0
2cnuiYBSniFCbnVBw2vVXH,Crying Day Care Choir,What A Day,189160,0.967,0.238,0.602,11,0.0727,-13.259,1,0.0318,88.013,4,0.249,0
16gW9O8A4rIMx5OOVlzsSn,PJ Harding,Dear August,200940,0.8,0.324,0.0,0,0.111,-7.817,1,0.0338,147.019,4,0.444,0
4cMXF5AmiAoUL8JW0j2l9M,LÉON,Who You Lovin,178626,0.00731,0.684,2.46e-05,9,0.109,-5.277,0,0.0283,113.034,4,0.485,0
7luiUAF0JAoeLRvTFYtIOe,Hannes,Fill Me Up,154560,0.913,0.261,0.000934,8,0.0923,-11.389,1,0.0965,158.948,4,0.561,0
